"ID","Name","LongName","Parent","Component","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","AD","CD","CLOC","PDA","PUA","TAD","TCD","TCLOC","TPDA","TPUA","LLOC","LOC","NA","NCL","NEN","NG","NIN","NM","NPA","NPKG","NPM","NS","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Design Pattern","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules"
"L33310","options","org.junit.platform.console.options","L33154","L103","0.213156","5","15","15","0","0","0","0","0.0875","0.181203","241","7","73","0.0875","0.181203","241","7","73","1089","1603","95","8","3","25","1","144","9","0","80","30","1089","1603","95","8","22","3","9","25","1","144","212","9","2","2","1","0","80","30","0","3","806","17","243","9","170","32","43","0","3","15","0","0","0","0"
"L34075","tasks","org.junit.platform.console.tasks","L33154","L103","0.0642181","5","16","10","0","0","0","0","0.333333","0.161866","281","1","2","0.333333","0.161866","281","1","2","1455","2076","59","16","1","1","0","148","9","0","25","1","1455","2076","59","16","22","1","17","1","0","148","620","9","1","0","0","0","25","1","0","2","418","36","90","4","57","33","23","0","0","15","0","0","0","0"
"L35313","subpackage","org.junit.platform.console.subpackage","L33154","L103","0","0","0","0","0","0","0","0","0","0.612565","117","0","0","0","0.612565","117","0","0","74","248","0","13","0","0","0","9","0","0","0","0","74","248","0","13","13","0","9","0","0","9","0","0","0","0","0","0","0","0","0","0","30","5","10","0","5","1","0","0","9","0","0","0","0","0"
"L35498","discovery","org.junit.platform.engine.discovery","L35395","L103","0.232508","24","116","60","0","0","0","0","0.852713","0.406741","1605","110","19","0.852713","0.406741","1605","110","19","2341","4584","36","42","0","34","3","290","1","0","127","0","2341","4584","36","42","22","0","38","34","3","290","885","1","14","0","2","0","127","0","0","0","934","76","231","21","197","18","37","0","13","42","0","0","0","0"
"L36683","reporting","org.junit.platform.engine.reporting","L35395","L103","0","0","0","0","0","0","0","0","0.857143","0.50505","50","6","1","0.857143","0.50505","50","6","1","49","117","2","1","0","2","0","7","0","0","6","0","49","117","2","1","13","0","2","2","0","7","16","0","1","0","0","0","6","0","0","0","5","0","4","0","0","3","0","0","1","0","0","0","0","0"
"L36747","support","org.junit.platform.engine.support","L35395","L103","0.137401","36","134","74","0.0697972","0.105664","709","597","0","0","0","0","0","0.676157","0.337321","2876","190","91","0","0","0","0","0","0","0","0","0","5","0","0","5650","10158","178","129","38","4","80","111","18","701","1917","17","31","3","17","5","281","6","0","5","1921","190","339","25","239","127","101","0","29","38","0","0","0","0"
"L40689","core","org.junit.platform.launcher.core","L40655","L103","0.0482704","7","17","16","0","0","0","0","0.777778","0.23066","1139","49","14","0.777778","0.23066","1139","49","14","3799","5806","114","82","2","59","4","428","9","0","185","1","3799","5806","114","82","29","2","41","59","4","428","1348","9","12","1","1","0","185","1","0","8","1267","62","177","13","108","67","24","0","9","39","0","0","0","0"
"L43007","listeners","org.junit.platform.launcher.listeners","L40655","L103","0.0389179","4","16","8","0","0","0","0","0.647059","0.281152","449","33","18","0.627119","0.285777","647","37","22","1148","1894","54","23","0","55","2","136","4","2","71","0","1617","2633","61","36","25","1","24","55","2","180","489","6","10","0","2","2","98","0","0","0","532","36","52","4","34","22","18","0","8","6","0","0","0","0"
"L43885","tagexpression","org.junit.platform.launcher.tagexpression","L40655","L103","0.0195217","1","2","2","0","0","0","0","1","0.235504","264","7","0","1","0.235504","264","7","0","857","1384","31","24","1","0","4","139","2","0","38","0","857","1384","31","24","22","1","20","0","4","139","250","2","0","0","2","0","38","0","0","0","401","10","77","1","27","49","4","0","0","6","0","1","0","0"
"L44993","legacy","org.junit.platform.reporting.legacy","L44983","L103","0.10257","5","13","13","0","0","0","0","1","0.381679","50","2","0","0.3","0.149933","224","3","7","81","158","1","3","0","4","0","8","0","1","2","0","1270","1782","31","16","24","2","12","20","0","119","575","5","2","0","0","1","19","0","0","0","357","58","52","5","32","22","33","0","0","23","0","0","0","0"
"L46172","api","org.junit.platform.suite.api","L46171","L103","0","0","0","0","0","0","0","0","1","0.625584","670","23","0","1","0.625584","670","23","0","401","1244","0","0","0","0","0","25","0","0","0","0","401","1244","0","0","13","0","24","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L46298","commons","org.junit.platform.suite.commons","L46171","L103","0.306408","10","26","22","0.547009","0.657895","64","50","0.0833333","0.0948276","66","1","11","0.0833333","0.0948276","66","1","11","630","817","8","36","0","3","0","59","0","0","18","0","630","817","8","36","22","0","4","3","0","59","178","0","1","0","0","0","18","0","0","0","447","4","57","3","46","9","0","0","0","5","0","1","0","0"
"L46647","engine","org.junit.platform.suite.engine","L46171","L103","0.0711841","3","11","7","0","0","0","0","0.5","0.23463","187","3","3","0.823529","0.308951","321","14","3","610","943","21","13","0","7","0","54","0","2","14","0","718","1237","21","26","24","0","22","7","0","58","116","0","12","0","0","2","14","0","0","0","216","20","33","3","27","19","3","0","3","1","0","0","0","0"
"L47033","engine","org.junit.platform.testkit.engine","L47023","L103","0.0463334","4","10","7","0.269663","0.37931","24","22","0.979866","0.50062","1614","146","3","0.979866","0.50062","1614","146","3","1610","3592","35","22","1","16","1","232","5","0","137","1","1610","3592","35","22","22","1","18","16","1","232","450","5","12","1","0","0","137","1","0","0","282","33","70","42","54","27","6","0","6","10","0","0","0","0"
"L48030","descriptor","org.junit.vintage.engine.descriptor","L48004","L103","0","0","0","0","0","0","0","0","0.166667","0.221408","151","4","20","0.166667","0.221408","151","4","20","531","833","19","13","0","11","1","56","4","0","23","0","531","833","19","13","20","0","13","11","1","56","160","4","5","0","1","0","23","0","0","1","158","4","21","0","16","6","2","0","0","2","0","0","0","0"
"L48315","discovery","org.junit.vintage.engine.discovery","L48004","L103","0","0","0","0","0","0","0","0","0.75","0.259649","222","3","1","0.75","0.259649","222","3","1","633","1031","18","24","0","2","0","66","0","0","21","0","633","1031","18","24","20","0","14","2","0","66","170","0","7","0","0","0","21","0","0","0","193","6","21","0","12","8","2","0","2","3","0","0","0","0"
"L48736","execution","org.junit.vintage.engine.execution","L48004","L103","0","0","0","0","0","0","0","0","0.333333","0.165154","91","1","2","0.333333","0.165154","91","1","2","460","648","20","5","1","5","0","61","2","0","11","0","460","648","20","5","20","1","6","5","0","61","161","2","1","0","0","0","11","0","0","1","144","6","23","0","3","23","2","0","0","2","0","0","0","0"
"L49097","support","org.junit.vintage.engine.support","L48004","L103","0","0","0","0","0","0","0","0","0.4","0.257919","57","2","3","0.4","0.257919","57","2","3","164","287","6","6","0","1","0","17","0","0","4","0","164","287","6","6","20","0","5","1","0","17","47","0","2","0","0","0","4","0","0","0","51","2","16","0","13","3","2","0","0","0","0","0","0","0"
"L49769","samples","org.junit.vintage.engine.samples","L48004","L103","0","0","0","0","0","0","0","0","0.5","0.722222","13","1","1","0.325758","0.435795","655","43","89","5","23","0","1","0","0","0","1","0","2","1","0","848","1881","12","60","15","0","57","8","5","87","122","5","58","0","5","2","74","0","0","0","320","16","23","0","20","7","1","0","6","5","0","0","0","0"
"L8207","support","org.junit.jupiter.api.extension.support","L7711","L103","0","0","0","0","0","0","0","0","0.25","0.161616","32","1","3","0.25","0.161616","32","1","3","166","248","4","7","0","1","0","20","0","0","6","0","166","248","4","7","24","0","3","1","0","20","43","0","1","0","0","0","6","0","0","0","65","1","20","0","12","5","0","0","4","0","0","0","0","0"
"L13706","subpackage","org.junit.jupiter.engine.descriptor.subpackage","L11581","L103","0","0","0","0","0","0","0","0","0.8","0.6","48","4","1","0.8","0.6","48","4","1","32","104","0","6","0","0","0","4","0","0","0","0","32","104","0","6","14","0","4","0","0","4","0","0","5","0","0","0","0","0","0","0","15","2","4","0","2","0","0","0","4","0","0","0","0","0"
"L14665","predicates","org.junit.jupiter.engine.discovery.predicates","L13889","L103","0.0189901","1","5","1","0","0","0","0","0.5","0.287342","227","7","7","0.5","0.287342","227","7","7","563","1043","16","47","0","0","0","83","1","0","11","0","563","1043","16","47","22","0","16","0","0","83","92","1","7","0","0","0","11","0","0","0","302","18","47","0","40","1","2","0","19","3","0","0","0","0"
"L16476","injection","org.junit.jupiter.engine.execution.injection","L15351","L103","0","0","0","0","0","0","0","0","0","0","0","0","0","0.375","0.498667","187","12","20","0","0","0","0","0","0","0","0","0","1","0","0","188","462","1","11","15","0","12","0","0","20","36","0","11","0","0","1","20","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20105","sub","org.junit.jupiter.engine.extension.sub","L16670","L103","0","0","0","0","0","0","0","0","0.5","0.537736","57","3","3","0.5","0.537736","57","3","3","49","129","0","3","0","0","0","4","0","0","2","0","49","129","0","3","14","0","3","0","0","4","10","0","3","0","0","0","2","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L24145","adapter","org.junit.jupiter.migrationsupport.rules.adapter","L24121","L103","0","0","0","0","0","0","0","0","0.294118","0.391304","63","5","12","0.294118","0.391304","63","5","12","98","209","1","4","0","0","1","14","0","0","12","0","98","209","1","4","14","0","6","0","1","14","14","0","4","0","1","0","12","0","0","0","42","0","3","0","0","0","0","0","3","0","0","0","0","0"
"L24262","member","org.junit.jupiter.migrationsupport.rules.member","L24121","L103","0","0","0","0","0","0","0","0","0.5","0.485714","51","3","3","0.5","0.485714","51","3","3","54","139","1","3","0","2","1","6","0","0","4","0","54","139","1","3","14","0","5","2","1","6","7","0","2","0","1","0","4","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30466","classes","org.junit.platform.commons.util.classes","L28334","L103","0","0","0","0","0","0","0","0","0.75","0.679245","72","6","2","0.75","0.679245","72","6","2","34","134","0","6","0","0","0","2","0","0","2","0","34","134","0","6","14","0","6","0","0","2","2","0","6","0","0","0","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36748","config","org.junit.platform.engine.support.config","L36747","L103","0","0","0","0","0","0","0","0","0.333333","0.315789","42","2","4","0.333333","0.315789","42","2","4","91","170","3","2","0","1","0","11","0","0","5","0","91","170","3","2","24","0","3","1","0","11","28","0","1","0","0","0","5","0","0","0","26","2","1","0","1","1","0","0","0","1","0","0","0","0"
"L36796","descriptor","org.junit.platform.engine.support.descriptor","L36747","L103","0.10173","13","63","21","0","0","0","0","0.566038","0.328803","871","60","46","0.566038","0.328803","871","60","46","1778","3166","44","26","0","46","2","236","2","0","98","3","1778","3166","44","26","24","0","27","46","2","236","612","2","12","0","2","0","98","3","0","0","627","39","131","11","78","40","33","0","5","14","0","0","0","0"
"L37565","discovery","org.junit.platform.engine.support.discovery","L36747","L103","0.0535141","2","22","4","0","0","0","0","1","0.55632","647","47","0","1","0.55632","647","47","0","516","1284","27","8","1","10","3","68","2","0","49","0","516","1284","27","8","14","1","5","10","3","68","123","2","4","0","3","0","49","0","0","0","101","4","1","2","0","3","0","0","0","2","0","0","0","0"
"L38040","filter","org.junit.platform.engine.support.filter","L36747","L103","0","0","0","0","0","0","0","0","1","0.545455","36","3","0","1","0.545455","36","3","0","30","78","0","1","0","0","0","3","0","0","2","0","30","78","0","1","14","0","2","0","0","3","5","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L38055","hierarchical","org.junit.platform.engine.support.hierarchical","L36747","L103","0.175685","21","49","49","0","0","0","0","0.655462","0.283499","1280","78","41","0.655462","0.283499","1280","78","41","3235","5460","104","92","3","54","13","383","13","0","127","3","3235","5460","104","92","32","3","43","54","13","383","1149","13","13","3","12","0","127","3","0","5","1167","145","206","12","160","83","68","0","24","21","0","0","0","0"
"L43023","discovery","org.junit.platform.launcher.listeners.discovery","L43007","L103","0.0445205","2","9","3","0.151515","0.232558","10","10","0.5","0.27674","163","3","3","0.5","0.27674","163","3","3","426","641","6","11","1","0","0","39","2","0","24","0","426","641","6","11","24","1","8","0","0","39","119","2","2","0","0","0","24","0","0","0","150","6","6","0","6","2","1","0","0","3","0","0","0","0"
"L43461","session","org.junit.platform.launcher.listeners.session","L43007","L103","0.197425","1","3","1","0","0","0","0","0.5","0.448718","35","1","1","0.5","0.448718","35","1","1","43","98","1","2","0","0","0","5","0","0","3","0","43","98","1","2","14","0","3","0","0","5","10","0","1","0","0","0","3","0","0","0","27","0","1","0","0","0","1","0","0","0","0","0","0","0"
"L45008","xml","org.junit.platform.reporting.legacy.xml","L44993","L103","0.110731","5","13","13","0","0","0","0","0.125","0.12766","174","1","7","0.125","0.12766","174","1","7","1189","1624","30","13","2","16","0","111","5","0","17","0","1189","1624","30","13","24","2","9","16","0","111","544","5","1","0","0","0","17","0","0","0","340","57","49","5","30","22","32","0","0","22","0","0","0","0"
"L46972","testcases","org.junit.platform.suite.engine.testcases","L46647","L103","0","0","0","0","0","0","0","0","1","0.542857","38","3","0","1","0.542857","38","3","0","32","87","0","3","0","0","0","4","0","0","0","0","32","87","0","3","14","0","3","0","0","4","1","0","3","0","0","0","0","0","0","0","9","3","4","0","4","0","0","0","3","0","0","0","0","0"
"L46993","testsuites","org.junit.platform.suite.engine.testsuites","L46647","L103","0","0","0","0","0","0","0","0","1","0.55814","96","8","0","1","0.55814","96","8","0","76","207","0","10","0","0","0","0","0","0","0","0","76","207","0","10","14","0","8","0","0","0","0","0","8","0","0","0","0","0","0","0","7","0","2","0","1","0","1","0","0","0","0","0","0","0"
"L49778","junit3","org.junit.vintage.engine.samples.junit3","L49769","L103","0","0","0","0","0","0","0","0","0.214286","0.425197","54","3","11","0.214286","0.425197","54","3","11","73","161","2","5","0","0","0","9","0","0","9","0","73","161","2","5","14","0","5","0","0","9","27","0","5","0","0","0","9","0","0","0","27","0","5","0","2","0","0","0","0","3","0","0","0","0"
"L49810","junit4","org.junit.vintage.engine.samples.junit4","L49769","L103","0","0","0","0","0","0","0","0","0.336207","0.43299","588","39","77","0.336207","0.43299","588","39","77","770","1697","10","54","0","8","5","77","5","0","64","0","770","1697","10","54","14","0","51","8","5","77","95","5","52","0","5","0","64","0","0","0","292","16","18","0","18","7","1","0","6","2","0","0","0","0"
"L16477","sample","org.junit.jupiter.engine.execution.injection.sample","L16476","L103","0","0","0","0","0","0","0","0","0.375","0.498667","187","12","20","0.375","0.498667","187","12","20","188","462","1","11","0","0","0","20","0","0","20","0","188","462","1","11","15","0","12","0","0","20","36","0","11","0","0","0","20","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0"
