"ID","Name","LongName","Parent","Component","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","AD","CD","CLOC","PDA","PUA","TAD","TCD","TCLOC","TPDA","TPUA","LLOC","LOC","NA","NCL","NEN","NG","NIN","NM","NPA","NPKG","NPM","NS","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Design Pattern","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules"
"L50268","example","com.example","L50267","L103","0.262332","1","3","3","0.17561","0.333333","36","36","0","0","0","0","0","0","0.349398","58","0","5","0","0","0","0","0","0","0","0","0","2","0","0","108","205","0","7","49","0","7","0","0","11","16","0","4","0","0","2","5","0","0","0","93","1","4","0","2","3","0","0","0","0","0","0","0","0"
"L50431","tooling","platform.tooling","L50430","L103","0.0364865","1","3","3","0.0182927","0.0220183","42","36","0","0","0","0","0","0.135135","0.312736","744","5","32","0","0","0","0","0","0","0","0","0","1","0","0","1635","2296","22","26","17","0","25","7","0","91","431","2","5","0","0","2","33","6","0","5","216","61","77","7","62","27","24","0","0","28","0","2","0","0"
"L2451","api","org.junit.api","L2450","L103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.285714","120","0","0","0","0","0","0","0","0","0","0","0","1","0","0","300","516","7","6","12","0","7","3","1","47","90","0","0","0","0","1","5","0","0","1","99","1","13","0","1","11","0","0","0","1","0","2","0","0"
"L2753","jupiter","org.junit.jupiter","L2450","L103","0.0843945","133","462","310","0","0","0","0","0","0.694444","25","0","0","0.706592","0.305427","19230","761","316","11","40","0","1","0","0","0","0","0","6","0","0","43731","73763","911","1190","121","15","528","416","85","5401","12212","137","147","7","60","34","1329","23","0","32","16128","1211","3123","198","2411","942","156","0","318","442","0","97","0","0"
"L28317","platform","org.junit.platform","L2450","L103","0.0948472","122","475","300","0","0","0","0","1","0.475","57","1","0","0.743796","0.33737","16939","1019","351","63","143","0","4","0","1","0","5","0","10","3","0","33270","59161","960","785","192","23","471","507","79","3989","10842","116","177","14","48","41","1625","40","0","32","11803","803","2583","256","1811","673","416","0","192","320","0","6","0","0"
"L48003","vintage","org.junit.vintage","L2450","L103","0.0695467","13","30","30","0.050318","0.0650461","356","289","0","0","0","0","0","0.311475","0.275086","1686","57","126","0","0","0","0","0","0","0","0","0","1","0","0","4443","7075","83","128","35","1","106","34","6","437","1264","11","82","0","6","8","162","0","0","2","1365","118","203","9","193","55","37","0","10","28","0","0","0","0"
"L50269","project","com.example.project","L50268","L103","0.284672","1","3","3","0","0","0","0","0","0.36","54","0","2","0","0.36","54","0","2","96","186","0","6","0","0","0","9","0","0","3","0","96","186","0","6","42","0","6","0","0","9","15","0","3","0","0","0","3","0","0","0","87","0","3","0","0","3","0","0","0","0","0","0","0","0"
"L50355","vintage","com.example.vintage","L50268","L103","0","0","0","0","0","0","0","0","0","0.25","4","0","3","0","0.25","4","0","3","12","19","0","1","0","0","0","2","0","0","2","0","12","19","0","1","13","0","1","0","0","2","1","0","1","0","0","0","2","0","0","0","6","1","1","0","2","0","0","0","0","0","0","0","0","0"
"L50432","support","platform.tooling.support","L50431","L103","0.0364865","1","3","3","0","0","0","0","0.135135","0.210526","100","5","32","0.135135","0.312736","744","5","32","375","519","16","6","0","7","0","42","2","1","32","6","1635","2296","22","26","17","0","25","7","0","91","431","2","5","0","0","1","33","6","0","5","216","61","77","7","62","27","24","0","0","28","0","2","0","0"
"L2452","tools","org.junit.api.tools","L2451","L103","0","0","0","0","0","0","0","0","0","0.285714","120","0","0","0","0.285714","120","0","0","300","516","7","6","0","3","1","47","0","0","5","0","300","516","7","6","12","0","7","3","1","47","90","0","0","0","0","0","5","0","0","1","99","1","13","0","1","11","0","0","0","1","0","2","0","0"
"L2758","api","org.junit.jupiter.api","L2753","L103","0.0962368","60","277","137","0","0","0","0","0.944828","0.367028","5755","411","24","0.898021","0.433845","10801","590","67","9925","17751","50","119","1","34","11","1268","4","7","398","1","14095","28424","135","198","47","5","202","116","41","1855","4490","32","36","5","41","8","550","5","0","4","4530","205","1029","113","638","341","42","0","75","126","0","16","0","0"
"L11068","engine","org.junit.jupiter.engine","L2753","L103","0.0967297","64","157","151","0","0","0","0","0.714286","0.231728","1227","5","2","0.362319","0.191145","5293","100","176","4068","6008","82","135","0","12","3","440","26","7","65","0","22398","33059","586","801","37","4","214","223","29","2594","5949","78","77","0","11","12","586","17","0","13","9003","834","1524","49","1401","380","80","0","216","244","0","50","0","0"
"L24021","migrationsupport","org.junit.jupiter.migrationsupport","L2753","L103","0.0137322","1","3","3","0","0","0","0","1","0.648352","59","1","0","0.313726","0.32631","573","16","35","32","103","0","1","0","0","0","0","0","2","0","0","1183","2176","57","58","24","0","39","13","3","131","208","12","21","0","2","4","37","0","0","1","532","25","91","0","55","26","7","0","3","1","0","25","0","0"
"L24669","params","org.junit.jupiter.params","L2753","L103","0.0306506","8","25","19","0","0","0","0","1","0.220627","584","1","0","0.666667","0.297372","2489","54","27","2063","3041","38","51","1","24","1","291","2","4","41","0","5881","9799","127","125","25","6","69","64","11","796","1535","14","11","2","6","4","142","0","0","14","1979","146","476","36","317","193","27","0","24","69","0","6","0","0"
"L28222","jmh","org.junit.jupiter.jmh","L2753","L103","0","0","0","0","0","0","0","0","0.125","0.291667","14","1","7","0.125","0.291667","14","1","7","34","60","0","1","0","0","0","7","0","0","7","0","34","60","0","1","12","0","1","0","0","7","7","0","1","0","0","0","7","0","0","0","18","1","0","0","0","0","0","0","0","1","0","0","0","0"
"L28244","extensions","org.junit.jupiter.extensions","L2753","L103","0","0","0","0","0","0","0","0","0","0.213415","35","0","4","0","0.213415","35","0","4","129","205","6","6","0","0","1","18","1","0","7","1","129","205","6","6","12","0","2","0","1","18","23","1","1","0","0","0","7","1","0","0","66","0","3","0","0","2","0","0","0","1","0","0","0","0"
"L28322","commons","org.junit.platform.commons","L28317","L103","0.0607423","15","56","33","0","0","0","0","0.333333","0.575758","38","2","4","0.866171","0.343775","3830","233","36","28","86","2","2","0","0","0","4","0","6","4","0","7311","13177","118","205","43","3","74","69","27","931","2356","22","48","3","5","7","327","0","0","13","2543","192","870","71","657","148","103","0","86","81","0","0","0","0"
"L33154","console","org.junit.platform.console","L28317","L103","0.109072","11","33","27","0","0","0","0","0.272727","0.185414","150","3","8","0.117021","0.194048","789","11","83","659","982","24","14","0","18","0","76","0","3","31","0","3277","4909","178","51","30","4","45","44","1","377","1075","18","6","2","1","3","136","31","0","6","1462","67","385","15","253","85","68","0","16","36","0","0","0","0"
"L35395","engine","org.junit.platform.engine","L28317","L103","0.145536","51","259","137","0","0","0","0","0.89916","0.52194","1356","107","12","0.770522","0.388094","5887","413","123","1242","3028","54","25","3","43","12","184","13","3","115","1","9282","17887","270","197","41","7","144","190","33","1182","3211","31","53","6","30","8","529","7","0","5","3180","278","664","82","488","174","143","0","49","93","0","0","0","0"
"L40417","fakes","org.junit.platform.fakes","L28317","L103","0","0","0","0","0","0","0","0","0.230769","0.36","36","3","10","0.230769","0.36","36","3","10","64","128","3","3","0","3","0","10","2","0","10","0","64","128","3","3","12","0","3","3","0","10","13","2","3","0","0","0","10","0","0","0","34","0","1","1","0","0","0","0","1","0","0","0","0","0"
"L40458","jfr","org.junit.platform.jfr","L28317","L103","0","0","0","0","0","0","0","0","0.142857","0.236641","93","2","12","0.142857","0.236641","93","2","12","300","432","23","14","0","0","0","15","2","0","10","0","300","432","23","14","20","0","6","0","0","15","55","2","4","0","0","0","10","0","0","0","81","4","21","0","2","18","2","0","1","2","0","0","0","0"
"L40655","launcher","org.junit.platform.launcher","L28317","L103","0.0498573","17","51","38","0","0","0","0","0.765306","0.514576","1165","75","23","0.740088","0.303674","3215","168","59","1099","2602","56","30","2","28","7","145","14","3","85","0","7372","12425","262","172","36","6","109","142","17","892","2405","31","34","2","12","5","406","1","0","8","2698","125","398","31","231","158","52","0","30","55","0","5","0","0"
"L44983","reporting","org.junit.platform.reporting","L28317","L103","0.10247","5","13","13","0","0","0","0","0","0.75","3","0","0","0.3","0.151535","227","3","7","1","6","0","0","0","0","0","0","0","1","0","0","1271","1788","31","16","24","2","13","20","0","119","575","5","2","0","0","2","19","0","0","0","357","58","52","5","32","22","33","0","0","23","0","0","0","0"
"L45694","runner","org.junit.platform.runner","L28317","L103","0.148728","7","16","16","0","0","0","0","0.2","0.118983","131","1","4","0.2","0.118983","131","1","4","970","1376","11","39","0","12","0","84","0","0","16","0","970","1376","11","39","20","0","5","12","0","84","387","0","1","0","0","0","16","0","0","0","488","22","27","2","16","13","6","0","0","14","0","0","0","0"
"L46171","suite","org.junit.platform.suite","L28317","L103","0.137454","13","37","29","0.0994542","0.162379","328","284","0","0","0","0","0","0.730769","0.376693","1057","38","14","0","0","0","0","0","0","0","0","0","3","0","0","1749","3298","29","62","43","0","50","10","0","142","294","0","13","0","0","5","32","0","0","0","663","24","90","6","73","28","3","0","3","6","0","1","0","0"
"L47023","testkit","org.junit.platform.testkit","L28317","L103","0.046291","4","10","7","0","0","0","0","0","0.75","3","0","0","0.979866","0.500929","1617","146","3","1","6","0","0","0","0","0","0","0","1","0","0","1611","3598","35","22","22","1","19","16","1","232","450","5","12","1","0","1","137","1","0","0","282","33","70","42","54","27","6","0","6","10","0","0","0","0"
"L48004","engine","org.junit.vintage.engine","L48003","L103","0.0695467","13","30","30","0","0","0","0","0.266667","0.220112","510","4","11","0.311475","0.275086","1686","57","126","1807","2395","8","20","0","7","0","150","0","5","29","0","4443","7075","83","128","35","1","106","34","6","437","1264","11","82","0","6","7","162","0","0","2","1365","118","203","9","193","55","37","0","10","28","0","0","0","0"
"L50661","tests","platform.tooling.support.tests","L50432","L103","0.0461079","1","3","3","0","0","0","0","0","0.338235","644","0","0","0","0.338235","644","0","0","1260","1777","6","20","0","0","0","49","0","0","1","0","1260","1777","6","20","12","0","19","0","0","49","315","0","0","0","0","0","1","0","0","3","111","50","58","1","50","16","15","0","0","28","0","2","0","0"
"L6005","condition","org.junit.jupiter.api.condition","L2758","L103","0.0247911","4","22","10","0","0","0","0","0.896552","0.418879","2130","26","3","0.896552","0.418879","2130","26","3","2955","5958","63","55","2","39","0","405","17","0","8","4","2955","5958","63","55","31","2","62","39","0","405","665","17","6","2","0","0","8","4","0","0","779","53","214","30","170","61","1","0","27","8","0","0","0","0"
"L7711","extension","org.junit.jupiter.api.extension","L2758","L103","0.00912863","1","3","1","0","0","0","0","0.816568","0.747144","2420","138","31","0.803468","0.713413","2452","139","34","819","3649","8","13","0","40","27","143","1","1","131","0","985","3897","12","20","31","0","40","41","27","163","144","1","10","0","27","1","137","0","0","0","214","19","43","14","17","10","11","0","21","3","0","0","0","0"
"L8669","function","org.junit.jupiter.api.function","L2758","L103","0","0","0","0","0","0","0","0","0.833333","0.823944","117","5","1","0.833333","0.823944","117","5","1","25","165","0","0","0","0","3","3","0","0","3","0","25","165","0","0","13","0","4","0","3","3","0","0","0","0","3","0","3","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L8690","io","org.junit.jupiter.api.io","L2758","L103","0","0","0","0","0","0","0","0","1","0.764706","65","1","0","1","0.764706","65","1","0","20","93","0","0","0","0","0","0","0","0","0","0","20","93","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8847","parallel","org.junit.jupiter.api.parallel","L2758","L103","0","0","0","0","0","0","0","0","1","0.701219","230","7","0","1","0.701219","230","7","0","98","392","10","1","2","0","0","6","10","0","0","0","98","392","10","1","13","2","8","0","0","6","0","10","1","2","0","0","0","0","0","0","13","0","1","0","0","0","1","0","0","0","0","0","0","0"
"L9003","fixtures","org.junit.jupiter.api.fixtures","L2758","L103","0","0","0","0","0","0","0","0","0.166667","0.342857","24","1","5","0.166667","0.342857","24","1","5","46","84","0","1","0","2","0","6","0","0","4","0","46","84","0","1","13","0","1","2","0","6","8","0","1","0","0","0","4","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11047","subpackage","org.junit.jupiter.api.subpackage","L2758","L103","0","0","0","0","0","0","0","0","0","0.405797","28","0","0","0","0.405797","28","0","0","41","84","0","2","0","0","0","4","0","0","0","0","41","84","0","2","13","0","2","0","0","4","12","0","0","0","0","0","0","0","0","0","16","0","11","0","8","0","0","0","0","3","0","0","0","0"
"L11105","config","org.junit.jupiter.engine.config","L11068","L103","0.0432767","1","2","2","0","0","0","0","0.097561","0.170839","116","4","37","0.097561","0.170839","116","4","37","563","852","40","7","0","30","1","66","22","0","38","0","563","852","40","7","20","0","9","30","1","66","151","22","3","0","1","0","38","0","0","2","193","6","19","3","16","6","1","0","0","4","0","0","0","0"
"L11581","descriptor","org.junit.jupiter.engine.descriptor","L11068","L103","0.0111987","2","6","4","0","0","0","0","0.4","0.200723","833","30","45","0.425","0.208274","881","34","46","3317","5044","81","72","1","96","3","350","11","1","125","5","3349","5148","81","78","21","1","42","96","3","354","905","11","19","0","1","1","125","5","0","2","1022","59","194","5","115","54","23","0","36","24","0","3","0","0"
"L13889","discovery","org.junit.jupiter.engine.discovery","L11068","L103","0.071458","6","16","12","0","0","0","0","0.333333","0.159329","304","3","6","0.434783","0.196812","531","10","13","1604","2304","32","40","1","13","1","169","3","1","30","1","2167","3347","48","87","22","1","32","13","1","252","613","4","9","0","0","1","41","1","0","0","837","56","163","6","139","15","7","0","42","16","0","0","0","0"
"L15351","execution","org.junit.jupiter.engine.execution","L11068","L103","0.0117258","2","3","3","0","0","0","0","0.265625","0.205082","452","17","47","0.302083","0.24777","639","29","67","1752","2728","78","40","0","40","8","213","0","1","89","0","1940","3190","79","51","22","0","35","40","8","233","626","0","20","0","7","2","109","0","0","0","649","21","107","11","70","32","13","0","0","10","0","3","0","0"
"L16670","extension","org.junit.jupiter.engine.extension","L11068","L103","0.103252","27","64","64","0","0","0","0","0.666667","0.14486","1674","12","6","0.625","0.148431","1731","15","9","9882","13701","248","425","2","32","12","1208","15","1","195","11","9931","13830","248","428","21","2","55","32","12","1212","2418","15","18","0","2","1","197","11","0","9","4254","491","654","14","669","211","27","0","97","122","0","28","0","0"
"L22193","support","org.junit.jupiter.engine.support","L11068","L103","0","0","0","0","0","0","0","0","1","0.333333","64","2","0","1","0.333333","64","2","0","128","250","7","4","0","0","0","8","0","0","3","0","128","250","7","4","20","0","4","0","0","8","30","0","1","0","0","0","3","0","0","0","19","4","5","0","6","1","0","0","0","2","0","0","0","0"
"L22342","bridge","org.junit.jupiter.engine.bridge","L11068","L103","0","0","0","0","0","0","0","0","0.333333","0.292135","104","1","2","0.333333","0.292135","104","1","2","252","434","1","11","0","0","1","29","0","0","8","0","252","434","1","11","13","0","8","0","1","29","66","0","3","0","0","0","8","0","0","0","97","13","41","0","43","7","3","0","0","1","0","0","0","0"
"L24039","conditions","org.junit.jupiter.migrationsupport.conditions","L24021","L103","0","0","0","0","0","0","0","0","1","0.346614","87","2","0","1","0.346614","87","2","0","164","305","2","9","0","0","0","16","0","0","1","0","164","305","2","9","20","0","4","0","0","16","23","0","1","0","0","0","1","0","0","0","43","8","1","0","7","2","0","0","0","0","0","0","0","0"
"L24121","rules","org.junit.jupiter.migrationsupport.rules","L24021","L103","0.016898","1","3","3","0","0","0","0","0.2","0.272648","313","5","20","0.270833","0.30198","427","13","35","835","1420","53","41","0","11","1","95","12","2","20","0","987","1768","55","48","22","0","32","13","3","115","185","12","20","0","2","2","36","0","0","1","489","17","90","0","48","24","7","0","3","1","0","25","0","0"
"L24696","aggregator","org.junit.jupiter.params.aggregator","L24669","L103","0.0434635","1","2","2","0","0","0","0","0.534884","0.365569","344","23","20","0.534884","0.365569","344","23","20","597","1101","15","16","1","33","2","90","2","0","41","0","597","1101","15","16","20","1","9","33","2","90","139","2","5","0","2","0","41","0","0","4","225","8","83","3","60","29","1","0","0","5","0","0","0","0"
"L25100","converter","org.junit.jupiter.params.converter","L24669","L103","0.0205962","1","9","3","0","0","0","0","0.615385","0.274386","391","8","5","0.615385","0.274386","391","8","5","1034","1679","21","25","0","0","2","123","1","0","27","0","1034","1679","21","25","20","0","14","0","2","123","257","1","4","0","1","0","27","0","0","7","335","13","39","2","18","23","7","0","1","10","0","0","0","0"
"L26257","provider","org.junit.jupiter.params.provider","L24669","L103","0.0359828","3","8","8","0","0","0","0","0.904762","0.344785","1124","19","2","0.904762","0.344785","1124","19","2","2136","3863","52","32","4","7","5","288","9","0","32","0","2136","3863","52","32","20","4","31","7","5","288","632","9","1","2","2","0","32","0","0","1","661","40","196","25","113","74","10","0","4","34","0","2","0","0"
"L27480","support","org.junit.jupiter.params.support","L24669","L103","0","0","0","0","0","0","0","0","1","0.474227","46","3","0","1","0.474227","46","3","0","51","115","1","1","0","0","1","4","0","0","1","0","51","115","1","1","13","0","3","0","1","4","9","0","1","0","1","0","1","0","0","1","7","1","1","0","1","1","1","0","0","0","0","0","0","0"
"L28334","util","org.junit.platform.commons.util","L28322","L103","0.0597758","11","44","25","0","0","0","0","0.836478","0.291058","2350","133","26","0.832335","0.296088","2422","139","28","5724","9595","92","165","1","65","25","701","16","1","204","0","5758","9729","92","171","29","1","48","65","25","703","1915","16","36","1","3","1","206","0","0","12","2030","158","697","53","534","107","87","0","77","62","0","0","0","0"
"L32004","annotation","org.junit.platform.commons.annotation","L28322","L103","0","0","0","0","0","0","0","0","1","0.686441","81","1","0","1","0.686441","81","1","0","37","137","1","2","0","0","0","3","0","0","0","0","37","137","1","2","22","0","3","0","0","3","2","0","0","0","0","0","0","0","0","0","10","0","6","0","1","3","1","0","1","0","0","0","0","0"
"L32023","function","org.junit.platform.commons.function","L28322","L103","0.0712121","1","6","2","0","0","0","0","0.9375","0.373494","155","15","1","0.9375","0.373494","155","15","1","260","496","2","4","0","3","1","46","0","0","35","0","260","496","2","4","22","0","3","3","1","46","100","0","2","0","1","0","35","0","0","0","101","9","7","4","5","2","6","0","0","3","0","0","0","0"
"L32298","logging","org.junit.platform.commons.logging","L28322","L103","0","0","0","0","0","0","0","0","1","0.541772","214","24","0","1","0.541772","214","24","0","181","469","5","3","0","1","1","38","0","0","33","0","181","469","5","3","13","0","4","1","1","38","57","0","2","0","1","0","33","0","0","0","36","0","1","8","0","1","0","0","0","0","0","0","0","0"
"L32463","support","org.junit.platform.commons.support","L28322","L103","0.0787285","3","6","6","0","0","0","0","1","0.477941","910","52","0","1","0.477941","910","52","0","994","2190","16","22","2","0","0","135","6","0","47","0","994","2190","16","22","22","2","12","0","0","135","261","6","5","2","0","0","47","0","0","0","348","22","158","3","117","34","6","0","8","15","0","0","0","0"
"L33104","test","org.junit.platform.commons.test","L28322","L103","0","0","0","0","0","0","0","0","0","0.15873","10","0","3","0","0.15873","10","0","3","53","70","0","1","0","0","0","2","0","0","2","0","53","70","0","1","13","0","1","0","0","2","17","0","1","0","0","0","2","0","0","1","7","3","0","0","0","0","3","0","0","1","0","0","0","0"
