"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Inheritance Metric Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L169","Person$Gender","example.domain.Person$Gender","L165","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\main\java\example\domain\Person.java","17","2","19","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","3","2","0","2","0","0","2","0","0","0","0","2","0","0","3","3","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","4"
"L6176","JRE","org.junit.jupiter.api.condition.JRE","L6005","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\condition\JRE.java","46","1","203","2","0","0","0","0","0","0","0","0","2","2","2","17","4","15","11","5","9","1","0.525316","83","79","3","0","0.525316","83","0","0","0","0","0","75","158","13","0","13","0","4","11","2","0","4","27","11","2","0","75","158","13","0","13","0","4","11","2","0","4","27","11","2","0","0","0","12","1","0","1","0","0","0","1","1","0","1","0","4","0","0","0","0","0","0","0","6"
"L6329","OS","org.junit.jupiter.api.condition.OS","L6005","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\condition\OS.java","40","1","122","2","0","0","0","0","0","0","0","0","2","1","1","10","3","11","7","3","6","1","0.511628","44","43","2","0","0.511628","44","0","0","0","0","0","42","83","8","0","8","0","3","6","1","0","3","17","6","1","0","42","83","8","0","8","0","3","6","1","0","3","17","6","1","0","0","0","10","0","1","0","1","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","5"
"L8727","ExecutionMode","org.junit.jupiter.api.parallel.ExecutionMode","L8847","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\parallel\ExecutionMode.java","24","1","41","2","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","1","0.772727","17","17","1","0","0.772727","17","0","0","0","0","0","5","18","2","0","2","0","0","2","0","0","0","0","2","0","0","5","18","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L8877","ResourceAccessMode","org.junit.jupiter.api.parallel.ResourceAccessMode","L8847","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\parallel\ResourceAccessMode.java","23","1","36","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0.705882","12","12","1","0","0.705882","12","0","0","0","0","0","5","14","2","0","2","0","0","2","0","0","0","0","2","0","0","5","14","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L7862","TestInstance$Lifecycle","org.junit.jupiter.api.TestInstance$Lifecycle","L2028","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\TestInstance.java","76","2","95","3","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","1","0.826087","19","19","1","0","0.826087","19","0","0","0","0","0","4","20","2","0","2","0","0","2","0","0","0","0","2","0","0","4","20","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L26027","ParameterizedTestMethodContext$ResolverType","org.junit.jupiter.params.ParameterizedTestMethodContext$ResolverType","L25906","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-params\src\main\java\org\junit\jupiter\params\ParameterizedTestMethodContext.java","176","2","213","3","0","0","0","0","0","0","0","0","0","0","0","1","7","3","1","6","7","0","0","0","0","0","1","0.105263","4","0","0","2","2","0","7","11","2","0","2","0","1","2","0","0","1","0","2","0","0","34","38","2","0","2","0","3","2","0","0","3","6","2","0","0","0","0","23","2","0","0","0","0","0","0","0","0","2","0","15","0","0","0","0","0","0","0","8"
"L26647","NullEnum","org.junit.jupiter.params.provider.NullEnum","L26257","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\NullEnum.java","24","1","26","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0.7","7","7","1","0","0.7","7","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L32545","HierarchyTraversalMode","org.junit.platform.commons.support.HierarchyTraversalMode","L32463","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-commons\src\main\java\org\junit\platform\commons\support\HierarchyTraversalMode.java","25","1","38","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0.736842","14","14","1","0","0.736842","14","0","0","0","0","0","5","14","2","0","2","0","0","2","0","0","0","0","2","0","0","5","14","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L32509","SearchOption","org.junit.platform.commons.support.SearchOption","L32463","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-commons\src\main\java\org\junit\platform\commons\support\SearchOption.java","24","1","43","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0.791667","19","19","1","0","0.791667","19","0","0","0","0","0","5","20","2","0","2","0","0","2","0","0","0","0","2","0","0","5","20","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L33333","Details","org.junit.platform.console.options.Details","L33310","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-console\src\main\java\org\junit\platform\console\options\Details.java","20","1","57","2","0","0","0","0","0","0","0","0","1","0","0","1","0","5","0","0","1","1","0.647059","22","22","2","0","0.647059","22","0","0","0","0","0","12","38","5","0","5","0","1","5","1","0","1","1","5","1","0","12","38","5","0","5","0","1","5","1","0","1","1","5","1","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4"
"L33340","Theme","org.junit.platform.console.options.Theme","L33310","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-console\src\main\java\org\junit\platform\console\options\Theme.java","24","1","140","2","0","0","0","0","0","0","0","0","3","1","1","17","2","10","15","1","14","0.153846","0.417476","43","43","2","11","0.417476","43","0","0","0","0","0","60","117","4","0","4","0","13","2","12","0","13","20","2","12","0","60","117","4","0","4","0","13","2","12","0","13","20","2","12","0","0","1","30","1","2","0","1","0","2","1","0","0","0","0","25","0","1","0","0","0","0","0","4"
"L34095","Color","org.junit.platform.console.tasks.Color","L34075","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-console\src\main\java\org\junit\platform\console\tasks\Color.java","19","1","83","2","0","0","0","0","0","0","0","0","3","1","1","8","3","3","8","2","6","0.5","0.0666667","3","3","1","1","0.0666667","3","0","0","0","0","0","42","65","18","0","18","0","4","9","1","0","4","8","9","1","0","42","65","18","0","18","0","4","9","1","0","4","8","9","1","0","0","0","19","0","9","0","0","0","9","1","0","0","0","0","11","0","0","0","0","0","0","0","7"
"L15237","SelectorResolutionResult$Status","org.junit.platform.engine.SelectorResolutionResult$Status","L15055","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-engine\src\main\java\org\junit\platform\engine\SelectorResolutionResult.java","35","2","55","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0.75","15","15","1","0","0.75","15","0","0","0","0","0","5","21","3","0","3","0","0","3","0","0","0","0","3","0","0","5","21","3","0","3","0","0","3","0","0","0","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L11773","TestDescriptor$Type","org.junit.platform.engine.TestDescriptor$Type","L721","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-engine\src\main\java\org\junit\platform\engine\TestDescriptor.java","274","2","307","3","0","0","0","0","0","0","0","0","1","0","0","4","0","38","4","0","2","1","0.645161","20","20","3","0","0.645161","20","0","0","0","0","0","11","34","3","0","3","0","2","3","2","0","2","2","3","2","0","11","34","3","0","3","0","2","3","2","0","2","2","3","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L13178","TestExecutionResult$Status","org.junit.platform.engine.TestExecutionResult$Status","L13009","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-engine\src\main\java\org\junit\platform\engine\TestExecutionResult.java","39","2","58","3","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","1","0.736842","14","14","1","0","0.736842","14","0","0","0","0","0","5","20","3","0","3","0","0","3","0","0","0","0","3","0","0","5","20","3","0","3","0","0","3","0","0","0","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L42873","EngineDiscoveryResult$Status","org.junit.platform.launcher.EngineDiscoveryResult$Status","L40517","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-launcher\src\main\java\org\junit\platform\launcher\EngineDiscoveryResult.java","36","2","48","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0.714286","10","10","1","0","0.714286","10","0","0","0","0","0","4","13","2","0","2","0","0","2","0","0","0","0","2","0","0","4","13","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"L42926","EngineFilter$Type","org.junit.platform.launcher.EngineFilter$Type","L34832","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-launcher\src\main\java\org\junit\platform\launcher\EngineFilter.java","147","2","159","3","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","8","13","3","0","3","0","1","2","0","0","1","1","2","0","0","8","13","3","0","3","0","1","2","0","0","1","1","2","0","0","0","0","9","0","1","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","4"
"L47269","EventType","org.junit.platform.testkit.engine.EventType","L47033","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-platform-testkit\src\main\java\org\junit\platform\testkit\engine\EventType.java","26","1","65","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0.8","32","32","1","0","0.8","32","0","0","0","0","0","8","40","5","0","5","0","0","5","0","0","0","0","5","0","0","8","40","5","0","5","0","0","5","0","0","0","0","5","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
