"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L244","WebServerDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/registration/WebServerDemo.java","L242","1","0","0","0","16","42"
"L495","AbstractDatabaseTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/callbacks/AbstractDatabaseTests.java","L494","1","0","0","0","27","52"
"L496","BrokenLifecycleMethodConfigDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/callbacks/BrokenLifecycleMethodConfigDemo.java","L494","1","0","0","0","31","61"
"L497","DatabaseTestsDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/callbacks/DatabaseTestsDemo.java","L494","1","0","0","0","34","62"
"L498","Extension1.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/callbacks/Extension1.java","L494","1","0","0","3","16","36"
"L499","Extension2.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/callbacks/Extension2.java","L494","1","0","0","3","16","36"
"L500","Logger.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/callbacks/Logger.java","L494","1","0","0","0","30","55"
"L747","ComparableContract.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/defaultmethods/ComparableContract.java","L746","1","0","1","4","24","45"
"L748","EqualsContract.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/defaultmethods/EqualsContract.java","L746","1","0","1","4","25","46"
"L749","StringTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/defaultmethods/StringTests.java","L746","1","0","0","0","15","33"
"L750","Testable.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/defaultmethods/Testable.java","L746","1","0","1","1","4","20"
"L1092","IgnoreIOExceptionExtension.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/exception/IgnoreIOExceptionExtension.java","L1091","2","0","1","1","14","34"
"L1093","IgnoreIOExceptionTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/exception/IgnoreIOExceptionTests.java","L1091","1","0","0","0","17","34"
"L1094","MultipleHandlersTestCase.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/exception/MultipleHandlersTestCase.java","L1091","1","0","0","0","36","63"
"L1095","RecordStateOnErrorExtension.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/exception/RecordStateOnErrorExtension.java","L1091","1","0","0","0","31","56"
"L1176","Random.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/extensions/Random.java","L1175","1","0","1","0","11","27"
"L1177","RandomNumberDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/extensions/RandomNumberDemo.java","L1175","1","0","0","0","17","42"
"L1178","RandomNumberExtension.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/extensions/RandomNumberExtension.java","L1175","1","0","0","0","22","40"
"L1254","SwingEdtInterceptor.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/interceptor/SwingEdtInterceptor.java","L1253","2","0","1","1","27","49"
"L1731","GlobalSetupTeardownListener.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/session/GlobalSetupTeardownListener.java","L1730","4","0","0","3","58","84"
"L1732","HttpTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/session/HttpTests.java","L1730","1","0","0","0","16","36"
"L2002","TestInterfaceDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testinterface/TestInterfaceDemo.java","L2001","1","0","0","0","10","30"
"L2003","TestInterfaceDynamicTestsDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testinterface/TestInterfaceDynamicTestsDemo.java","L2001","1","0","0","0","14","35"
"L2004","TestLifecycleLogger.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testinterface/TestLifecycleLogger.java","L2001","1","0","0","0","31","55"
"L2005","TimeExecutionLogger.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testinterface/TimeExecutionLogger.java","L2001","1","0","0","0","8","24"
"L2049","EngineTestKitAllEventsDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testkit/EngineTestKitAllEventsDemo.java","L2048","1","0","0","0","46","73"
"L2050","EngineTestKitFailedMethodDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testkit/EngineTestKitFailedMethodDemo.java","L2048","1","0","0","0","23","45"
"L2051","EngineTestKitSkippedMethodDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testkit/EngineTestKitSkippedMethodDemo.java","L2048","1","0","0","0","24","49"
"L2052","EngineTestKitStatisticsDemo.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testkit/EngineTestKitStatisticsDemo.java","L2048","1","0","0","0","26","49"
"L2241","TimingExtension.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/timing/TimingExtension.java","L2240","1","0","1","2","27","60"
"L2242","TimingExtensionTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/timing/TimingExtensionTests.java","L2240","1","0","0","0","14","37"
"L163","package-info.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/domain/package-info.java","L162","1","0","0","0","1","6"
"L164","Person.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/domain/Person.java","L162","12","0","0","11","74","99"
"L238","package-info.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/registration/package-info.java","L237","1","0","0","0","1","6"
"L239","WebClient.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/registration/WebClient.java","L237","1","0","0","2","6","20"
"L240","WebResponse.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/registration/WebResponse.java","L237","1","0","0","2","6","20"
"L241","WebServerExtension.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/registration/WebServerExtension.java","L237","1","0","0","7","22","44"
"L342","Calculator.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/util/Calculator.java","L341","1","0","0","5","15","32"
"L343","ListWriter.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/util/ListWriter.java","L341","1","0","0","3","14","32"
"L344","package-info.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/util/package-info.java","L341","1","0","0","0","1","6"
"L345","StringUtils.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/util/StringUtils.java","L341","3","0","0","2","12","26"
"L2457","AbstractApiReportWriter.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api/tools/AbstractApiReportWriter.java","L2456","6","0","0","0","68","105"
"L2458","ApiReport.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api/tools/ApiReport.java","L2456","1","0","0","0","18","41"
"L2459","ApiReportGenerator.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api/tools/ApiReportGenerator.java","L2456","4","0","0","0","66","118"
"L2460","ApiReportWriter.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api/tools/ApiReportWriter.java","L2456","1","0","0","0","8","28"
"L2461","AsciidocApiReportWriter.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api/tools/AsciidocApiReportWriter.java","L2456","2","0","0","0","48","75"
"L2462","HtmlApiReportWriter.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api/tools/HtmlApiReportWriter.java","L2456","1","0","0","0","47","75"
"L2463","MarkdownApiReportWriter.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api/tools/MarkdownApiReportWriter.java","L2456","1","0","0","0","45","74"
"L157","B_TestCase.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/example/B_TestCase.java","L156","2","0","1","0","17","38"
"L2757","JupiterTestSuite.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/JupiterTestSuite.java","L2756","1","0","0","0","11","40"
"L2823","AssertAllAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertAllAssertionsTests.java","L2822","2","0","0","0","163","225"
"L2824","AssertArrayEqualsAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertArrayEqualsAssertionsTests.java","L2822","162","0","0","0","1775","1978"
"L2825","AssertDoesNotThrowAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertDoesNotThrowAssertionsTests.java","L2822","15","0","0","0","243","322"
"L2826","AssertEqualsAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertEqualsAssertionsTests.java","L2822","29","0","0","0","648","772"
"L2827","AssertFalseAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertFalseAssertionsTests.java","L2822","6","0","0","0","83","112"
"L2828","AssertInstanceOfAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertInstanceOfAssertionsTests.java","L2822","2","0","0","0","74","110"
"L2829","AssertionTestUtils.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertionTestUtils.java","L2822","14","0","0","0","77","108"
"L2830","AssertIterableEqualsAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertIterableEqualsAssertionsTests.java","L2822","30","0","0","0","399","464"
"L2831","AssertLinesMatchAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertLinesMatchAssertionsTests.java","L2822","1","0","0","0","270","322"
"L2832","AssertNotEqualsAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertNotEqualsAssertionsTests.java","L2822","34","0","0","0","650","769"
"L2833","AssertNotNullAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertNotNullAssertionsTests.java","L2822","3","0","0","0","40","64"
"L2834","AssertNotSameAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertNotSameAssertionsTests.java","L2822","4","0","0","0","61","88"
"L2835","AssertNullAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertNullAssertionsTests.java","L2822","10","0","0","0","110","148"
"L2836","AssertSameAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertSameAssertionsTests.java","L2822","5","0","0","0","76","102"
"L2837","AssertThrowsAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertThrowsAssertionsTests.java","L2822","11","0","0","0","216","286"
"L2838","AssertThrowsExactlyAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertThrowsExactlyAssertionsTests.java","L2822","13","0","0","0","252","325"
"L2839","AssertTimeoutAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertTimeoutAssertionsTests.java","L2822","3","0","0","0","268","336"
"L2840","AssertTrueAssertionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertTrueAssertionsTests.java","L2822","6","0","0","0","83","112"
"L2841","AssumptionsTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssumptionsTests.java","L2822","4","0","0","0","170","224"
"L2842","DisplayNameGenerationInheritanceTestCase.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/DisplayNameGenerationInheritanceTestCase.java","L2822","1","0","0","0","16","37"
"L2843","DisplayNameGenerationTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/DisplayNameGenerationTests.java","L2822","1","0","0","0","341","442"
"L2844","DynamicTestTests.java","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/DynamicTestTests.java","L2822","2","0","0","0","155","204"
