"ID","Name","LongName","Parent","Component","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","AD","CD","CLOC","PDA","PUA","TAD","TCD","TCLOC","TPDA","TPUA","LLOC","LOC","NA","NCL","NEN","NG","NIN","NM","NPA","NPKG","NPM","NS","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Design Pattern","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules"
"L38112","filter","org.junit.platform.engine.support.filter","L36819","L103","0","0","0","0","0","0","0","0","1","0.545455","36","3","0","1","0.545455","36","3","0","30","78","0","1","0","0","0","3","0","0","2","0","30","78","0","1","14","0","2","0","0","3","5","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L38127","hierarchical","org.junit.platform.engine.support.hierarchical","L36819","L103","0.175685","21","49","49","0","0","0","0","0.655462","0.283499","1280","78","41","0.655462","0.283499","1280","78","41","3235","5460","104","92","3","54","13","383","13","0","127","3","3235","5460","104","92","32","3","43","54","13","383","1149","13","13","3","12","0","127","3","0","5","1167","145","206","12","160","83","68","0","24","21","0","0","0","0"
"L43095","discovery","org.junit.platform.launcher.listeners.discovery","L43079","L103","0.0445205","2","9","3","0.151515","0.232558","10","10","0.5","0.27674","163","3","3","0.5","0.27674","163","3","3","426","641","6","11","1","0","0","39","2","0","24","0","426","641","6","11","24","1","8","0","0","39","119","2","2","0","0","0","24","0","0","0","150","6","6","0","6","2","1","0","0","3","0","0","0","0"
"L43533","session","org.junit.platform.launcher.listeners.session","L43079","L103","0.197425","1","3","1","0","0","0","0","0.5","0.448718","35","1","1","0.5","0.448718","35","1","1","43","98","1","2","0","0","0","5","0","0","3","0","43","98","1","2","14","0","3","0","0","5","10","0","1","0","0","0","3","0","0","0","27","0","1","0","0","0","1","0","0","0","0","0","0","0"
"L45080","xml","org.junit.platform.reporting.legacy.xml","L45065","L103","0.110731","5","13","13","0","0","0","0","0.125","0.12766","174","1","7","0.125","0.12766","174","1","7","1189","1624","30","13","2","16","0","111","5","0","17","0","1189","1624","30","13","24","2","9","16","0","111","544","5","1","0","0","0","17","0","0","0","340","57","49","5","30","22","32","0","0","22","0","0","0","0"
"L47044","testcases","org.junit.platform.suite.engine.testcases","L46719","L103","0","0","0","0","0","0","0","0","1","0.542857","38","3","0","1","0.542857","38","3","0","32","87","0","3","0","0","0","4","0","0","0","0","32","87","0","3","14","0","3","0","0","4","1","0","3","0","0","0","0","0","0","0","9","3","4","0","4","0","0","0","3","0","0","0","0","0"
"L47065","testsuites","org.junit.platform.suite.engine.testsuites","L46719","L103","0","0","0","0","0","0","0","0","1","0.55814","96","8","0","1","0.55814","96","8","0","76","207","0","10","0","0","0","0","0","0","0","0","76","207","0","10","14","0","8","0","0","0","0","0","8","0","0","0","0","0","0","0","7","0","2","0","1","0","1","0","0","0","0","0","0","0"
"L49850","junit3","org.junit.vintage.engine.samples.junit3","L49841","L103","0","0","0","0","0","0","0","0","0.214286","0.425197","54","3","11","0.214286","0.425197","54","3","11","73","161","2","5","0","0","0","9","0","0","9","0","73","161","2","5","14","0","5","0","0","9","27","0","5","0","0","0","9","0","0","0","27","0","5","0","2","0","0","0","0","3","0","0","0","0"
"L49882","junit4","org.junit.vintage.engine.samples.junit4","L49841","L103","0","0","0","0","0","0","0","0","0.336207","0.43299","588","39","77","0.336207","0.43299","588","39","77","770","1697","10","54","0","8","5","77","5","0","64","0","770","1697","10","54","14","0","51","8","5","77","95","5","52","0","5","0","64","0","0","0","292","16","18","0","18","7","1","0","6","2","0","0","0","0"
"L16513","sample","org.junit.jupiter.engine.execution.injection.sample","L16512","L103","0","0","0","0","0","0","0","0","0.375","0.498667","187","12","20","0.375","0.498667","187","12","20","188","462","1","11","0","0","0","20","0","0","20","0","188","462","1","11","15","0","12","0","0","20","36","0","11","0","0","0","20","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0"
