"ID","Name","LongName","Parent","Component","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","AD","CD","CLOC","PDA","PUA","TAD","TCD","TCLOC","TPDA","TPUA","LLOC","LOC","NA","NCL","NEN","NG","NIN","NM","NPA","NPKG","NPM","NS","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Design Pattern","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules"
"L7733","extension","org.junit.jupiter.api.extension","L2773","L103","0.00908715","1","3","1","0","0","0","0","0.817647","0.747077","2428","139","31","0.804598","0.713457","2460","140","34","822","3661","8","13","0","41","27","144","1","1","132","0","988","3909","12","20","31","0","40","42","27","164","144","1","10","0","27","1","138","0","0","0","214","19","43","14","17","10","11","0","21","3","0","0","0","0"
"L8696","function","org.junit.jupiter.api.function","L2773","L103","0","0","0","0","0","0","0","0","0.833333","0.823944","117","5","1","0.833333","0.823944","117","5","1","25","165","0","0","0","0","3","3","0","0","3","0","25","165","0","0","13","0","4","0","3","3","0","0","0","0","3","0","3","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L8717","io","org.junit.jupiter.api.io","L2773","L103","0","0","0","0","0","0","0","0","1","0.764706","65","1","0","1","0.764706","65","1","0","20","93","0","0","0","0","0","0","0","0","0","0","20","93","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8871","parallel","org.junit.jupiter.api.parallel","L2773","L103","0","0","0","0","0","0","0","0","1","0.701219","230","7","0","1","0.701219","230","7","0","98","392","10","1","2","0","0","6","10","0","0","0","98","392","10","1","13","2","8","0","0","6","0","10","1","2","0","0","0","0","0","0","13","0","1","0","0","0","1","0","0","0","0","0","0","0"
"L9027","fixtures","org.junit.jupiter.api.fixtures","L2773","L103","0","0","0","0","0","0","0","0","0.166667","0.342857","24","1","5","0.166667","0.342857","24","1","5","46","84","0","1","0","2","0","6","0","0","4","0","46","84","0","1","13","0","1","2","0","6","8","0","1","0","0","0","4","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11081","subpackage","org.junit.jupiter.api.subpackage","L2773","L103","0","0","0","0","0","0","0","0","0","0.405797","28","0","0","0","0.405797","28","0","0","41","84","0","2","0","0","0","4","0","0","0","0","41","84","0","2","13","0","2","0","0","4","12","0","0","0","0","0","0","0","0","0","16","0","11","0","8","0","0","0","0","3","0","0","0","0"
"L11139","config","org.junit.jupiter.engine.config","L11102","L103","0.0432767","1","2","2","0","0","0","0","0.097561","0.170839","116","4","37","0.097561","0.170839","116","4","37","563","852","40","7","0","30","1","66","22","0","38","0","563","852","40","7","20","0","9","30","1","66","151","22","3","0","1","0","38","0","0","2","193","6","19","3","16","6","1","0","0","4","0","0","0","0"
"L11613","descriptor","org.junit.jupiter.engine.descriptor","L11102","L103","0.011042","2","6","4","0","0","0","0","0.4","0.198522","833","30","45","0.425","0.206034","881","34","46","3363","5098","81","72","1","103","3","358","11","1","126","5","3395","5202","81","78","21","1","42","103","3","362","916","11","19","0","1","1","126","5","0","2","1043","60","195","5","116","54","23","0","36","24","0","4","0","0"
"L13938","discovery","org.junit.jupiter.engine.discovery","L11102","L103","0.071458","6","16","12","0","0","0","0","0.333333","0.159329","304","3","6","0.434783","0.196812","531","10","13","1604","2304","32","40","1","13","1","169","3","1","30","1","2167","3347","48","87","22","1","32","13","1","252","613","4","9","0","0","1","41","1","0","0","837","56","163","6","139","15","7","0","42","16","0","0","0","0"
"L15400","execution","org.junit.jupiter.engine.execution","L11102","L103","0.0117258","2","3","3","0","0","0","0","0.265625","0.205082","452","17","47","0.302083","0.24777","639","29","67","1752","2728","78","40","0","40","8","213","0","1","89","0","1940","3190","79","51","22","0","35","40","8","233","626","0","20","0","7","2","109","0","0","0","649","21","107","11","70","32","13","0","0","10","0","3","0","0"
"L16719","extension","org.junit.jupiter.engine.extension","L11102","L103","0.103199","27","64","64","0","0","0","0","0.666667","0.14476","1674","12","6","0.625","0.148329","1731","15","9","9890","13712","249","425","2","32","12","1209","16","1","195","11","9939","13841","249","428","21","2","55","32","12","1213","2420","16","18","0","2","1","197","11","0","9","4261","491","654","14","669","211","27","0","97","122","0","28","0","0"
"L22245","support","org.junit.jupiter.engine.support","L11102","L103","0","0","0","0","0","0","0","0","1","0.333333","64","2","0","1","0.333333","64","2","0","128","250","7","4","0","0","0","8","0","0","3","0","128","250","7","4","20","0","4","0","0","8","30","0","1","0","0","0","3","0","0","0","19","4","5","0","6","1","0","0","0","2","0","0","0","0"
"L22394","bridge","org.junit.jupiter.engine.bridge","L11102","L103","0","0","0","0","0","0","0","0","0.333333","0.292135","104","1","2","0.333333","0.292135","104","1","2","252","434","1","11","0","0","1","29","0","0","8","0","252","434","1","11","13","0","8","0","1","29","66","0","3","0","0","0","8","0","0","0","97","13","41","0","43","7","3","0","0","1","0","0","0","0"
"L24091","conditions","org.junit.jupiter.migrationsupport.conditions","L24073","L103","0","0","0","0","0","0","0","0","1","0.346614","87","2","0","1","0.346614","87","2","0","164","305","2","9","0","0","0","16","0","0","1","0","164","305","2","9","20","0","4","0","0","16","23","0","1","0","0","0","1","0","0","0","43","8","1","0","7","2","0","0","0","0","0","0","0","0"
"L24173","rules","org.junit.jupiter.migrationsupport.rules","L24073","L103","0.016898","1","3","3","0","0","0","0","0.2","0.272648","313","5","20","0.270833","0.30198","427","13","35","835","1420","53","41","0","11","1","95","12","2","20","0","987","1768","55","48","22","0","32","13","3","115","185","12","20","0","2","2","36","0","0","1","489","17","90","0","48","24","7","0","3","1","0","25","0","0"
"L24748","aggregator","org.junit.jupiter.params.aggregator","L24721","L103","0.0434635","1","2","2","0","0","0","0","0.534884","0.365569","344","23","20","0.534884","0.365569","344","23","20","597","1101","15","16","1","33","2","90","2","0","41","0","597","1101","15","16","20","1","9","33","2","90","139","2","5","0","2","0","41","0","0","4","225","8","83","3","60","29","1","0","0","5","0","0","0","0"
"L25152","converter","org.junit.jupiter.params.converter","L24721","L103","0.0205962","1","9","3","0","0","0","0","0.615385","0.274386","391","8","5","0.615385","0.274386","391","8","5","1034","1679","21","25","0","0","2","123","1","0","27","0","1034","1679","21","25","20","0","14","0","2","123","257","1","4","0","1","0","27","0","0","7","335","13","39","2","18","23","7","0","1","10","0","0","0","0"
"L26309","provider","org.junit.jupiter.params.provider","L24721","L103","0.0390063","3","8","8","0","0","0","0","0.904762","0.364547","1347","19","2","0.904762","0.364547","1347","19","2","2348","4350","54","32","4","8","5","314","9","0","32","0","2348","4350","54","32","20","4","31","8","5","314","730","9","1","2","2","0","32","0","0","1","700","43","213","25","118","81","10","0","4","40","0","4","0","0"
"L27616","support","org.junit.jupiter.params.support","L24721","L103","0","0","0","0","0","0","0","0","1","0.474227","46","3","0","1","0.474227","46","3","0","51","115","1","1","0","0","1","4","0","0","1","0","51","115","1","1","13","0","3","0","1","4","9","0","1","0","1","0","1","0","0","1","7","1","1","0","1","1","1","0","0","0","0","0","0","0"
"L28529","util","org.junit.platform.commons.util","L28517","L103","0.0596774","11","44","25","0","0","0","0","0.836478","0.290914","2350","133","26","0.832335","0.295943","2422","139","28","5728","9599","92","165","1","65","25","701","16","1","204","0","5762","9733","92","171","29","1","48","65","25","703","1916","16","36","1","3","1","206","0","0","12","2032","159","697","53","535","107","87","0","77","62","0","0","0","0"
"L32207","annotation","org.junit.platform.commons.annotation","L28517","L103","0","0","0","0","0","0","0","0","1","0.686441","81","1","0","1","0.686441","81","1","0","37","137","1","2","0","0","0","3","0","0","0","0","37","137","1","2","22","0","3","0","0","3","2","0","0","0","0","0","0","0","0","0","10","0","6","0","1","3","1","0","1","0","0","0","0","0"
"L32226","function","org.junit.platform.commons.function","L28517","L103","0.0712121","1","6","2","0","0","0","0","0.9375","0.373494","155","15","1","0.9375","0.373494","155","15","1","260","496","2","4","0","3","1","46","0","0","35","0","260","496","2","4","22","0","3","3","1","46","100","0","2","0","1","0","35","0","0","0","101","9","7","4","5","2","6","0","0","3","0","0","0","0"
"L32501","logging","org.junit.platform.commons.logging","L28517","L103","0","0","0","0","0","0","0","0","1","0.541772","214","24","0","1","0.541772","214","24","0","181","469","5","3","0","1","1","38","0","0","33","0","181","469","5","3","13","0","4","1","1","38","57","0","2","0","1","0","33","0","0","0","36","0","1","8","0","1","0","0","0","0","0","0","0","0"
"L32664","support","org.junit.platform.commons.support","L28517","L103","0.0787285","3","6","6","0","0","0","0","1","0.477941","910","52","0","1","0.477941","910","52","0","994","2190","16","22","2","0","0","135","6","0","47","0","994","2190","16","22","22","2","12","0","0","135","261","6","5","2","0","0","47","0","0","0","348","22","158","3","117","34","6","0","8","15","0","0","0","0"
"L33305","test","org.junit.platform.commons.test","L28517","L103","0","0","0","0","0","0","0","0","0","0.15873","10","0","3","0","0.15873","10","0","3","53","70","0","1","0","0","0","2","0","0","2","0","53","70","0","1","13","0","1","0","0","2","17","0","1","0","0","0","2","0","0","1","7","3","0","0","0","0","3","0","0","1","0","0","0","0"
