"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Design Pattern","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Security Rules"
"L306","path","example.registration.DocumentationExtension.path;Ljava/nio/file/Path;","L289","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\registration\DocumentationDemo.java","42","2","43","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L320","server","example.registration.WebServerDemo.server;Lexample/registration/WebServerExtension;","L317","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\registration\WebServerDemo.java","24","2","27","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L361","file","example.util.ListWriter.file;Ljava/nio/file/Path;","L360","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\main\java\example\util\ListWriter.java","21","2","21","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L581","logger","example.callbacks.Logger.logger;Ljava/util/logging/Logger;","L579","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\callbacks\Logger.java","19","2","19","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1189","randomNumber1","example.extensions.RandomNumberDemo.randomNumber1;I","L1188","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\extensions\RandomNumberDemo.java","23","2","24","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1544","title","example.ParameterizedTestDemo$Book.title;Ljava/lang/String;","L1538","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\ParameterizedTestDemo.java","305","3","305","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1741","fixture","example.session.GlobalSetupTeardownListener.fixture;Lexample/session/GlobalSetupTeardownListener$Fixture;","L1736","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\session\GlobalSetupTeardownListener.java","31","2","31","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1953","sharedTempDir","example.TempDirectoryDemo$SharedTempDirectoryDemo.sharedTempDir;Ljava/nio/file/Path;","L1950","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\TempDirectoryDemo.java","56","3","57","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2046","logger","example.testinterface.TestLifecycleLogger.logger;LLogger;","L2022","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\testinterface\TestLifecycleLogger.java","28","2","28","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2269","logger","example.timing.TimingExtension.logger;LLogger;","L2057","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\timing\TimingExtension.java","34","2","34","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2270","START_TIME","example.timing.TimingExtension.START_TIME;Ljava/lang/String;","L2057","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\timing\TimingExtension.java","36","2","36","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2450","KEY","extensions.ExpectToFail$Extension.KEY;Ljava/lang/String;","L2446","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\extensions\ExpectToFail.java","34","3","34","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L179","F","example.domain.Person$Gender.F;Lexample/domain/Person$Gender;","L169","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\main\java\example\domain\Person.java","18","3","18","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L180","M","example.domain.Person$Gender.M;Lexample/domain/Person$Gender;","L169","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\main\java\example\domain\Person.java","18","6","18","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L980","random","example.DynamicTestsDemo$1.random;Ljava/util/Random;","L979","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\DynamicTestsDemo.java","110","4","110","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L990","current","example.DynamicTestsDemo$1.current;I","L979","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\DynamicTestsDemo.java","117","4","117","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1780","server","example.session.GlobalSetupTeardownListener$Fixture.server;LHttpServer;","L1742","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\session\GlobalSetupTeardownListener.java","63","3","63","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1781","executorService","example.session.GlobalSetupTeardownListener$Fixture.executorService;Ljava/util/concurrent/ExecutorService;","L1742","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\session\GlobalSetupTeardownListener.java","64","3","64","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2003","anElement","example.TestingAStackDemo$WhenNew$AfterPushing.anElement;Ljava/lang/String;","L2001","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\example\TestingAStackDemo.java","69","4","69","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50646","TOOL_TIMEOUT","platform.tooling.support.Helper.TOOL_TIMEOUT;Ljava/time/Duration;","L50643","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","37","2","37","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50647","ROOT","platform.tooling.support.Helper.ROOT;Ljava/nio/file/Path;","L50643","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","39","2","39","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50648","GRADLE_PROPERTIES","platform.tooling.support.Helper.GRADLE_PROPERTIES;Ljava/nio/file/Path;","L50643","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","40","2","40","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50650","SETTINGS_GRADLE","platform.tooling.support.Helper.SETTINGS_GRADLE;Ljava/nio/file/Path;","L50643","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","41","2","41","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50651","gradleProperties","platform.tooling.support.Helper.gradleProperties;Ljava/util/Properties;","L50643","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","43","2","43","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50746","PROJECTS","platform.tooling.support.Request.PROJECTS;Ljava/nio/file/Path;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","36","2","36","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50747","TOOLS","platform.tooling.support.Request.TOOLS;Ljava/nio/file/Path;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","37","2","37","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50748","WORKSPACE","platform.tooling.support.Request.WORKSPACE;Ljava/nio/file/Path;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","38","2","38","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50749","MAVEN_VERSION","platform.tooling.support.Request.MAVEN_VERSION;Ljava/lang/String;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","40","2","40","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50759","tool","platform.tooling.support.Request.tool;LTool;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","50","2","50","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50760","project","platform.tooling.support.Request.project;Ljava/lang/String;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","51","2","51","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50761","workspace","platform.tooling.support.Request.workspace;Ljava/lang/String;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","52","2","52","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50762","arguments","platform.tooling.support.Request.arguments;Ljava/util/List;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","53","2","53","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50763","environment","platform.tooling.support.Request.environment;Ljava/util/Map;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","54","2","54","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50764","copyProjectToWorkspaceFileFilter","platform.tooling.support.Request.copyProjectToWorkspaceFileFilter;Ljava/io/FileFilter;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","55","2","55","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50768","timeout","platform.tooling.support.Request.timeout;Ljava/time/Duration;","L50743","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","56","2","56","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2484","apiReport","org.junit.api.tools.AbstractApiReportWriter.apiReport;Lorg/junit/api/tools/ApiReport;","L2479","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\org\junit\api\tools\AbstractApiReportWriter.java","26","2","26","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2578","types","org.junit.api.tools.ApiReport.types;Ljava/util/List;","L2485","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\org\junit\api\tools\ApiReport.java","23","2","23","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2579","declarationsMap","org.junit.api.tools.ApiReport.declarationsMap;Ljava/util/Map;","L2485","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\org\junit\api\tools\ApiReport.java","25","2","25","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2677","ASCIIDOC_FORMAT","org.junit.api.tools.AsciidocApiReportWriter.ASCIIDOC_FORMAT;Ljava/lang/String;","L2600","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\org\junit\api\tools\AsciidocApiReportWriter.java","22","2","22","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2711","HTML_HEADER_FORMAT","org.junit.api.tools.HtmlApiReportWriter.HTML_HEADER_FORMAT;Ljava/lang/String;","L2709","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\org\junit\api\tools\HtmlApiReportWriter.java","22","2","22","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2712","HTML_ROW_FORMAT","org.junit.api.tools.HtmlApiReportWriter.HTML_ROW_FORMAT;Ljava/lang/String;","L2709","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\org\junit\api\tools\HtmlApiReportWriter.java","23","2","23","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2738","MARKDOWN_FORMAT","org.junit.api.tools.MarkdownApiReportWriter.MARKDOWN_FORMAT;Ljava/lang/String;","L2736","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\documentation\src\test\java\org\junit\api\tools\MarkdownApiReportWriter.java","23","2","23","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3437","EXPECTED_FALSE","org.junit.jupiter.api.AssertFalse.EXPECTED_FALSE;Ljava/lang/String;","L3435","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertFalse.java","28","2","28","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5332","MAX_SNIPPET_LENGTH","org.junit.jupiter.api.AssertLinesMatch.MAX_SNIPPET_LENGTH;I","L5329","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertLinesMatch.java","40","2","40","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5800","EXPECTED_TRUE","org.junit.jupiter.api.AssertTrue.EXPECTED_TRUE;Ljava/lang/String;","L5798","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertTrue.java","28","2","28","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7613","children","org.junit.jupiter.api.DynamicContainer.children;Ljava/util/stream/Stream;","L7581","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\DynamicContainer.java","93","2","93","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7623","displayName","org.junit.jupiter.api.DynamicNode.displayName;Ljava/lang/String;","L1049","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\DynamicNode.java","33","2","33","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7624","testSourceUri","org.junit.jupiter.api.DynamicNode.testSourceUri;Ljava/net/URI;","L1049","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\DynamicNode.java","36","2","36","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7726","executable","org.junit.jupiter.api.DynamicTest.executable;Lorg/junit/jupiter/api/function/Executable;","L907","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\DynamicTest.java","229","2","229","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7545","DEFAULT_SEPARATOR","org.junit.jupiter.api.IndicativeSentencesGeneration.DEFAULT_SEPARATOR;Ljava/lang/String;","L860","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\IndicativeSentencesGeneration.java","53","2","53","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7553","DEFAULT_GENERATOR","org.junit.jupiter.api.IndicativeSentencesGeneration.DEFAULT_GENERATOR;Ljava/lang/Class;","L860","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\IndicativeSentencesGeneration.java","55","2","55","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5964","DEFAULT","org.junit.jupiter.api.Order.DEFAULT;I","L1079","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\Order.java","59","2","60","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8941","DISPLAY_NAME_PLACEHOLDER","org.junit.jupiter.api.RepeatedTest.DISPLAY_NAME_PLACEHOLDER;Ljava/lang/String;","L1718","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","85","2","85","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8943","CURRENT_REPETITION_PLACEHOLDER","org.junit.jupiter.api.RepeatedTest.CURRENT_REPETITION_PLACEHOLDER;Ljava/lang/String;","L1718","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","91","2","91","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8945","TOTAL_REPETITIONS_PLACEHOLDER","org.junit.jupiter.api.RepeatedTest.TOTAL_REPETITIONS_PLACEHOLDER;Ljava/lang/String;","L1718","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","97","2","97","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8947","SHORT_DISPLAY_NAME","org.junit.jupiter.api.RepeatedTest.SHORT_DISPLAY_NAME;Ljava/lang/String;","L1718","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","106","2","106","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1728","LONG_DISPLAY_NAME","org.junit.jupiter.api.RepeatedTest.LONG_DISPLAY_NAME;Ljava/lang/String;","L1718","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","114","2","114","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9427","nix","org.junit.jupiter.api.AssertDoesNotThrowAssertionsTests.nix;Lorg/junit/jupiter/api/function/Executable;","L9424","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertDoesNotThrowAssertionsTests.java","32","2","33","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9429","something","org.junit.jupiter.api.AssertDoesNotThrowAssertionsTests.something;Lorg/junit/jupiter/api/function/ThrowingSupplier;","L9424","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertDoesNotThrowAssertionsTests.java","35","2","35","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10329","nix","org.junit.jupiter.api.AssertThrowsAssertionsTests.nix;Lorg/junit/jupiter/api/function/Executable;","L10326","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertThrowsAssertionsTests.java","37","2","38","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10420","nix","org.junit.jupiter.api.AssertThrowsExactlyAssertionsTests.nix;Lorg/junit/jupiter/api/function/Executable;","L10417","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertThrowsExactlyAssertionsTests.java","37","2","38","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10488","PREEMPTIVE_TIMEOUT","org.junit.jupiter.api.AssertTimeoutAssertionsTests.PREEMPTIVE_TIMEOUT;Ljava/time/Duration;","L10485","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertTimeoutAssertionsTests.java","41","2","41","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10489","changed","org.junit.jupiter.api.AssertTimeoutAssertionsTests.changed;Ljava/lang/ThreadLocal;","L10485","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertTimeoutAssertionsTests.java","43","2","43","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10504","nix","org.junit.jupiter.api.AssertTimeoutAssertionsTests.nix;Lorg/junit/jupiter/api/function/Executable;","L10485","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertTimeoutAssertionsTests.java","45","2","46","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10926","nix","org.junit.jupiter.api.DynamicTestTests.nix;Lorg/junit/jupiter/api/function/Executable;","L10923","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.2\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\DynamicTestTests.java","40","2","41","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
